carat,cut,color,clarity,depth,table,x,y,z
1.5,2,4,2,62.0,55.0,7.29,7.34,4.54
0.42,1,0,3,63.1,56.0,4.74,4.8,3.01
0.72,3,1,2,63.0,56.0,5.76,5.73,3.62
0.34,3,3,5,61.0,58.0,4.46,4.49,2.73
0.7,3,4,4,62.3,60.0,5.65,5.61,3.51
0.9,2,4,5,62.5,53.0,6.17,6.22,3.87
0.71,4,4,4,62.6,58.0,5.72,5.75,3.59
0.3,2,0,6,61.1,57.0,4.36,4.34,2.66
1.6,0,0,3,64.7,58.0,7.35,7.28,4.73
1.06,3,4,2,61.0,58.0,6.61,6.57,4.02
0.51,2,0,4,61.9,57.0,5.17,5.14,3.19
1.51,4,3,5,58.7,63.0,7.45,7.4,4.36
0.78,2,0,5,62.3,54.0,5.87,5.91,3.67
0.35,4,2,4,61.9,56.0,4.5,4.53,2.79
0.38,2,1,4,62.2,54.1,4.63,4.65,2.89
1.01,4,1,5,62.7,60.0,6.31,6.38,3.98
0.41,4,1,4,62.9,56.0,4.72,4.78,2.99
0.41,2,2,6,61.8,57.0,4.75,4.79,2.95
1.5,1,3,4,63.8,58.0,7.21,7.12,4.57
1.0,2,4,3,62.5,54.0,6.32,6.38,3.97
1.29,3,5,4,61.1,58.0,7.03,6.98,4.28
0.63,4,3,7,62.3,55.0,5.5,5.54,3.44
0.32,3,4,4,62.4,58.0,4.35,4.4,2.73
1.62,3,2,5,61.1,60.0,7.56,7.57,4.62
0.8,4,6,4,62.7,58.0,5.91,5.95,3.72
0.51,3,4,7,60.8,61.0,5.12,5.08,3.1
0.29,3,1,2,58.4,60.0,4.34,4.32,2.53
0.9,2,4,2,61.6,56.0,6.17,6.23,3.82
0.26,2,4,4,62.1,56.0,4.13,4.15,2.56
1.22,3,1,2,62.3,59.0,6.8,6.74,4.22
0.29,4,1,4,62.4,55.0,4.2,4.25,2.63
0.54,2,2,5,61.4,57.0,5.25,5.2,3.21
0.91,3,1,4,61.9,59.0,6.23,6.17,3.84
1.01,4,1,3,63.4,58.0,6.43,6.34,4.05
1.03,2,3,2,61.6,55.0,6.48,6.52,4.0
0.63,0,4,3,64.7,61.0,5.33,5.27,3.43
1.0,1,2,1,60.7,64.0,6.42,6.4,3.89
0.23,4,4,7,62.4,55.0,3.91,3.94,2.45
0.31,3,5,7,62.1,58.0,4.33,4.3,2.68
0.33,2,4,4,62.0,55.0,4.46,4.44,2.76
0.56,2,3,4,60.8,55.0,5.34,5.36,3.25
0.3,3,4,5,62.2,59.0,4.28,4.31,2.67
1.0,3,3,5,60.1,57.0,6.42,6.35,3.84
0.37,3,2,7,62.9,56.0,4.58,4.52,2.86
0.51,2,1,4,61.5,56.0,5.11,5.16,3.16
0.24,4,1,6,61.7,61.0,3.95,3.99,2.45
0.73,2,0,7,62.2,56.0,5.79,5.73,3.58
0.53,2,2,5,61.3,55.0,5.22,5.25,3.21
1.08,2,5,2,62.6,53.9,6.51,6.56,4.09
0.48,4,1,6,60.6,56.0,5.13,5.06,3.09
0.73,3,5,7,61.5,58.0,5.73,5.78,3.54
1.0,3,3,2,60.0,60.0,6.47,6.42,3.87
0.38,2,0,4,62.0,55.0,4.68,4.64,2.89
0.7,1,5,2,63.6,61.0,5.63,5.59,3.57
0.95,3,1,3,60.7,59.0,6.3,6.36,3.84
0.4,4,3,2,59.2,61.0,4.78,4.81,2.84
0.51,2,1,6,61.3,56.0,5.13,5.21,3.17
1.07,2,3,5,63.0,55.0,6.55,6.5,4.11
1.62,2,1,5,61.4,57.0,7.54,7.58,4.64
0.33,2,1,4,59.6,56.0,4.54,4.49,2.69
2.06,2,2,3,62.7,57.0,8.19,8.09,5.1
0.41,4,2,4,58.6,61.0,4.83,4.87,2.84
0.83,2,3,2,62.3,57.0,5.99,6.08,3.76
0.26,2,1,7,62.3,57.0,4.06,4.09,2.54
0.55,3,3,2,62.1,56.0,5.28,5.22,3.26
0.32,4,2,3,62.6,56.0,4.37,4.41,2.75
0.3,4,1,5,61.5,58.0,4.28,4.31,2.64
0.61,1,2,5,63.0,64.2,5.29,5.32,3.34
0.54,2,5,4,61.2,58.0,5.24,5.29,3.22
0.33,2,3,6,62.0,56.0,4.45,4.48,2.77
0.32,3,4,5,60.5,59.0,4.43,4.39,2.67
1.32,3,6,5,60.4,58.0,7.11,7.14,4.3
1.33,2,6,4,62.5,58.0,6.99,7.03,4.38
1.14,3,4,2,60.7,58.0,6.76,6.82,4.12
0.42,2,4,2,62.4,57.0,4.79,4.76,2.98
0.9,4,4,4,63.2,59.0,6.08,6.11,3.85
1.56,2,4,5,61.5,56.0,7.46,7.5,4.6
2.0,2,2,3,62.6,57.0,8.08,8.01,5.04
1.03,2,3,5,61.1,57.0,6.51,6.54,3.99
1.26,4,4,2,62.5,56.0,6.88,6.93,4.31
1.03,2,2,3,62.6,57.0,6.44,6.4,4.02
1.14,2,3,7,61.0,56.0,6.74,6.76,4.12
1.0,4,1,4,63.2,55.0,6.34,6.29,3.99
0.38,2,3,4,60.8,56.0,4.71,4.66,2.85
1.21,3,3,7,58.5,58.0,7.06,6.95,4.1
0.57,2,2,5,59.2,57.0,5.45,5.5,3.24
0.33,3,1,5,61.1,59.0,4.45,4.49,2.73
1.53,3,3,4,61.0,60.0,7.43,7.4,4.52
0.27,2,2,1,61.8,55.0,4.16,4.19,2.58
1.08,2,3,2,61.7,56.0,6.6,6.63,4.08
2.29,3,3,3,62.4,60.0,8.41,8.36,5.23
2.01,0,4,3,66.7,56.0,7.8,7.76,5.19
1.19,2,5,4,61.6,56.0,6.81,6.83,4.2
1.13,2,3,4,61.5,56.0,6.71,6.73,4.13
0.82,2,1,3,62.2,57.0,6.0,5.97,3.72
0.71,3,4,3,62.4,56.0,5.7,5.64,3.54
0.3,4,3,7,63.3,57.0,4.27,4.23,2.69
0.43,2,2,7,61.9,56.0,4.87,4.82,3.0
1.0,0,4,7,65.3,58.0,6.25,6.18,4.06
0.4,3,1,5,61.9,59.0,4.75,4.72,2.93
0.91,4,2,2,60.4,59.0,6.22,6.26,3.77
0.38,2,0,6,61.3,56.0,4.65,4.71,2.87
1.01,2,1,5,61.6,57.0,6.43,6.46,3.97
0.41,3,0,6,61.6,58.0,4.78,4.74,2.93
0.61,3,2,7,59.7,58.0,5.56,5.53,3.31
0.31,3,5,5,59.9,60.0,4.41,4.44,2.65
1.2,2,6,2,61.6,57.0,6.79,6.87,4.21
0.41,1,3,6,63.6,56.0,4.72,4.74,3.01
0.9,4,2,5,62.3,58.0,6.14,6.16,3.83
2.5,0,3,0,65.1,59.0,8.55,8.39,5.53
0.4,2,3,3,60.6,56.0,4.82,4.76,2.91
0.3,4,0,2,61.0,61.0,4.27,4.29,2.61
1.01,3,3,4,62.6,59.0,6.38,6.43,4.01
0.33,3,1,7,61.3,59.0,4.44,4.47,2.73
1.51,3,2,2,62.2,59.0,7.34,7.3,4.55
1.19,3,4,4,62.4,59.0,6.79,6.73,4.22
1.27,2,2,5,62.8,56.0,6.9,6.86,4.32
0.33,4,3,5,60.8,62.0,4.42,4.46,2.7
0.3,4,0,5,62.5,59.0,4.23,4.28,2.66
0.39,2,3,4,62.6,55.0,4.69,4.66,2.93
1.0,3,4,2,59.0,60.0,6.52,6.56,3.86
0.43,2,1,2,62.6,56.0,4.82,4.79,3.01
0.6,4,6,5,60.0,59.4,5.47,5.51,3.29
0.3,3,1,2,61.3,60.0,4.24,4.28,2.61
1.01,4,1,5,62.9,57.0,6.37,6.43,4.02
0.93,4,3,3,62.9,56.0,6.2,6.23,3.91
1.01,3,1,3,60.6,58.0,6.47,6.53,3.94
0.32,3,3,5,60.1,61.0,4.44,4.41,2.66
1.07,4,5,5,62.5,56.0,6.5,6.53,4.07
1.23,2,2,5,61.7,57.0,6.94,6.9,4.27
1.01,4,0,3,59.1,63.0,6.59,6.54,3.88
0.52,3,1,7,60.1,58.0,5.23,5.18,3.13
0.31,2,1,5,61.6,56.0,4.38,4.32,2.68
1.01,3,3,1,61.3,58.0,6.48,6.4,3.95
0.7,4,3,4,59.2,58.0,5.8,5.83,3.44
0.7,0,4,5,64.9,56.0,5.49,5.51,3.57
1.1,1,0,3,57.0,62.0,6.91,6.84,3.92
1.5,2,3,2,61.0,57.0,7.38,7.41,4.51
0.43,2,5,6,62.2,57.0,4.81,4.84,3.0
1.58,2,6,6,61.5,56.0,7.48,7.5,4.61
1.03,2,0,3,61.8,56.0,6.46,6.51,4.01
1.51,3,3,2,62.0,58.0,7.31,7.26,4.52
1.23,3,4,5,58.5,62.0,7.0,6.98,4.09
0.4,3,4,6,61.8,58.0,4.69,4.72,2.91
0.9,3,4,2,60.7,59.0,6.26,6.19,3.78
1.54,4,6,2,61.2,59.0,7.41,7.45,4.55
0.41,2,5,6,62.0,54.5,4.77,4.8,2.97
0.31,2,4,2,61.3,56.0,4.36,4.39,2.68
0.74,2,2,4,61.7,56.0,5.83,5.78,3.58
0.32,3,5,4,61.0,60.0,4.47,4.42,2.71
1.01,4,2,7,61.8,58.0,6.44,6.48,3.99
0.55,4,5,3,63.1,58.0,5.15,5.19,3.26
0.76,2,4,2,61.4,55.0,5.82,5.9,3.6
1.0,3,1,3,62.2,59.0,6.38,6.35,3.96
0.44,1,0,5,63.6,56.0,4.81,4.84,3.07
0.34,2,0,2,62.7,56.0,4.48,4.45,2.8
0.7,0,2,3,64.6,57.0,5.6,5.57,3.61
2.05,3,6,4,62.5,60.0,8.09,8.14,5.07
1.53,2,3,4,62.2,56.0,7.36,7.31,4.56
0.31,3,3,5,62.2,59.0,4.3,4.35,2.69
1.62,3,2,2,60.1,58.0,7.63,7.59,4.57
0.7,4,4,5,61.8,58.0,5.66,5.73,3.52
1.02,3,0,3,60.0,62.0,6.59,6.5,3.93
1.04,3,3,5,62.2,58.0,6.49,6.4,4.01
1.0,4,2,3,62.6,58.0,6.31,6.37,3.97
1.0,4,2,2,59.4,60.0,6.47,6.52,3.86
2.04,3,1,3,58.3,58.0,8.35,8.31,4.86
0.42,3,3,5,62.0,58.0,4.81,4.77,2.97
0.4,3,2,4,60.3,60.0,4.81,4.77,2.89
1.4,4,3,4,59.9,56.0,7.31,7.34,4.39
0.52,2,1,5,60.9,57.0,5.21,5.23,3.18
0.38,4,1,1,59.5,57.0,4.77,4.84,2.86
0.36,2,4,4,61.8,57.0,4.6,4.56,2.83
0.42,4,3,2,61.7,55.0,4.78,4.81,2.96
0.52,4,3,5,63.2,58.0,5.12,5.1,3.23
1.08,1,1,2,58.4,60.0,6.71,6.74,3.93
0.31,2,3,7,61.4,56.0,4.38,4.35,2.68
0.77,2,0,5,61.8,56.0,5.84,5.9,3.63
0.36,2,0,2,62.5,56.0,4.55,4.57,2.85
1.51,4,2,4,61.7,59.0,7.29,7.33,4.51
0.31,4,1,6,60.0,56.0,4.45,4.49,2.68
0.71,2,5,2,61.9,56.0,5.71,5.74,3.54
0.74,2,4,3,61.4,56.0,5.78,5.84,3.57
1.53,3,3,3,58.7,59.0,7.51,7.45,4.39
0.34,2,3,4,61.4,56.0,4.52,4.54,2.78
1.0,3,0,4,62.2,55.0,6.46,6.4,4.0
0.83,2,4,6,61.7,57.0,6.02,6.07,3.73
1.01,4,1,2,61.1,57.0,6.43,6.46,3.94
0.3,4,4,4,63.0,59.0,4.21,4.27,2.67
0.51,4,1,5,60.2,62.0,5.16,5.27,3.14
0.7,2,3,7,61.0,56.0,5.74,5.77,3.51
0.54,2,1,2,61.6,57.0,5.23,5.26,3.23
0.54,2,3,4,60.1,57.0,5.29,5.31,3.18
1.2,2,5,2,60.3,56.0,6.87,6.97,4.17
0.32,3,3,4,61.7,58.0,4.41,4.38,2.71
0.5,2,5,3,62.2,53.0,5.11,5.14,3.19
0.48,4,0,1,60.6,55.0,5.08,5.12,3.09
1.51,4,5,2,63.5,57.0,7.19,7.24,4.58
0.56,2,1,4,62.3,57.0,5.3,5.26,3.29
0.51,3,3,3,60.8,59.0,5.2,5.19,3.16
1.01,3,2,3,62.7,58.0,6.38,6.32,3.98
1.51,4,5,3,63.5,60.0,7.28,7.21,4.6
0.72,2,1,2,60.3,55.0,5.85,5.89,3.54
0.31,4,3,1,60.8,56.0,4.41,4.44,2.69
1.0,2,3,5,62.3,56.0,6.37,6.41,3.98
0.53,2,3,7,61.0,56.0,5.21,5.25,3.19
0.9,2,1,3,62.7,54.0,6.13,6.21,3.87
0.27,3,2,1,61.7,57.0,4.21,4.12,2.57
1.39,2,2,5,61.5,55.0,7.19,7.23,4.44
1.08,2,2,5,62.3,54.0,6.6,6.56,4.1
0.5,2,1,2,61.6,57.0,5.09,5.13,3.15
0.32,4,3,7,62.6,54.0,4.37,4.39,2.74
0.41,1,0,2,63.1,57.0,4.68,4.73,2.97
0.23,4,1,7,62.4,59.0,3.89,3.93,2.44
0.38,1,5,2,63.7,57.0,4.63,4.57,2.93
0.3,2,0,4,61.6,54.0,4.34,4.36,2.68
1.7,3,5,4,61.5,58.0,7.74,7.64,4.73
0.77,4,3,2,62.7,57.0,5.79,5.85,3.65
0.3,2,0,5,61.8,55.0,4.35,4.32,2.68
1.55,2,5,3,60.7,60.0,7.49,7.46,4.54
0.51,4,1,2,63.0,58.0,4.99,5.08,3.17
0.32,2,6,4,61.3,57.0,4.43,4.41,2.71
0.32,2,3,4,61.7,55.0,4.43,4.39,2.72
0.78,4,4,3,63.5,56.0,5.82,5.86,3.71
1.0,4,1,5,61.9,57.0,6.35,6.38,3.94
0.5,3,3,7,61.6,60.0,5.1,5.13,3.15
1.04,4,3,1,60.7,58.0,6.52,6.65,4.0
0.7,4,3,2,60.7,58.0,5.7,5.73,3.47
0.31,2,1,5,61.4,54.0,4.4,4.33,2.68
0.54,1,3,5,56.9,62.0,5.42,5.4,3.08
0.33,3,5,7,61.5,58.0,4.45,4.43,2.73
0.36,4,0,5,62.4,58.0,4.48,4.53,2.81
1.01,4,1,5,63.1,56.0,6.34,6.4,4.02
1.13,4,2,2,63.2,56.0,6.66,6.69,4.22
0.7,3,6,5,61.2,60.0,5.73,5.7,3.5
0.73,3,2,5,58.7,57.0,5.97,5.92,3.49
1.2,4,2,4,61.6,61.0,6.81,6.86,4.21
0.71,2,1,7,62.0,57.0,5.7,5.72,3.54
0.8,4,2,3,61.0,57.0,6.01,6.03,3.67
1.51,1,5,2,63.7,61.0,7.15,7.11,4.54
0.39,2,3,3,61.2,56.0,4.71,4.73,2.89
0.71,1,4,7,60.4,63.0,5.69,5.74,3.45
0.33,2,3,1,61.7,55.0,4.47,4.45,2.75
0.6,1,2,2,63.7,61.0,5.24,5.21,3.33
0.79,1,5,5,58.5,62.0,5.99,6.04,3.52
0.9,3,4,5,61.7,59.0,6.19,6.13,3.8
0.39,3,6,4,61.0,62.0,4.71,4.66,2.86
0.96,4,2,2,62.1,62.0,6.24,6.32,3.9
0.8,2,0,2,61.7,56.0,5.96,6.0,3.69
0.77,2,1,2,61.0,56.0,5.92,5.94,3.62
1.5,3,6,7,62.8,62.0,7.25,7.22,4.54
1.5,3,4,1,63.0,59.0,7.3,7.23,4.58
0.71,2,2,3,61.8,57.0,5.69,5.72,3.53
1.14,4,1,3,60.0,54.0,6.74,6.97,4.11
1.56,3,6,5,61.7,58.0,7.41,7.46,4.59
0.74,3,4,5,62.1,56.0,5.83,5.79,3.61
1.24,2,5,3,60.7,57.0,6.98,6.92,4.22
0.64,4,1,7,61.8,59.0,5.51,5.53,3.41
0.31,1,0,2,63.4,58.0,4.32,4.35,2.75
0.37,3,3,4,61.4,58.0,4.61,4.58,2.82
0.27,2,4,4,62.2,56.0,4.12,4.15,2.57
1.05,3,3,5,61.8,58.0,6.59,6.52,4.05
0.52,4,1,3,62.9,56.0,5.12,5.15,3.23
1.01,4,2,7,61.1,58.0,6.43,6.47,3.94
1.06,2,3,3,61.0,57.0,6.56,6.61,4.02
0.7,3,3,5,62.2,61.0,5.59,5.54,3.46
0.34,2,1,3,62.4,57.0,4.47,4.5,2.8
0.57,3,6,4,62.2,58.0,5.34,5.3,3.31
0.52,2,1,2,62.1,57.0,5.1,5.14,3.18
0.25,4,3,6,61.7,56.0,4.07,4.09,2.51
1.04,2,6,3,60.4,57.0,6.55,6.6,3.97
1.07,2,2,7,62.3,57.0,6.56,6.58,4.09
0.34,2,1,5,62.4,55.0,4.48,4.53,2.81
0.28,2,4,1,63.0,55.0,4.14,4.19,2.62
0.38,4,3,6,61.3,57.0,4.62,4.68,2.85
0.27,4,3,4,61.0,54.0,4.19,4.21,2.56
1.34,3,1,5,58.2,60.0,7.26,7.21,4.21
0.61,2,3,6,62.7,58.0,5.39,5.43,3.39
0.7,4,6,3,63.2,60.0,5.58,5.62,3.54
0.48,1,3,5,60.3,60.7,5.06,5.11,3.06
0.3,2,3,6,62.3,55.0,4.29,4.31,2.68
1.06,3,3,2,59.6,58.0,6.73,6.67,3.99
0.39,2,1,5,60.8,57.0,4.73,4.75,2.88
0.5,4,4,7,62.9,56.0,5.03,5.08,3.18
0.36,2,3,2,62.7,55.0,4.54,4.59,2.86
0.7,4,2,2,61.7,59.0,5.64,5.68,3.49
0.52,4,0,4,62.6,59.0,5.03,5.13,3.18
0.34,2,5,2,61.9,57.0,4.49,4.52,2.79
1.08,4,1,3,62.9,59.0,6.44,6.53,4.08
0.5,4,1,5,63.6,59.0,4.99,5.04,3.19
1.07,4,3,5,62.9,59.0,6.49,6.52,4.09
1.0,3,2,2,59.4,62.0,6.55,6.52,3.88
1.13,2,1,2,62.2,55.0,6.66,6.69,4.15
1.12,3,3,2,59.8,58.0,6.79,6.76,4.05
1.3,3,5,5,60.3,60.0,7.01,6.99,4.22
1.0,3,0,2,61.3,61.0,6.52,6.39,3.96
1.02,1,4,3,60.3,63.0,6.45,6.49,3.9
1.01,3,3,2,60.0,59.0,6.51,6.47,3.89
1.18,4,6,3,63.5,57.0,6.68,6.74,4.26
0.91,2,1,3,61.8,53.0,6.22,6.3,3.87
0.54,2,2,4,61.8,54.0,5.24,5.27,3.25
0.62,4,2,3,63.1,52.0,5.39,5.53,3.45
0.49,0,1,7,65.5,58.0,4.91,4.86,3.2
2.09,4,4,3,60.1,63.0,8.21,8.16,4.92
0.71,2,2,2,62.9,57.0,5.71,5.65,3.57
0.71,3,3,4,62.2,59.0,5.73,5.66,3.54
0.9,1,3,2,62.2,62.5,6.08,6.1,3.78
0.3,1,5,2,63.4,57.0,4.23,4.25,2.69
0.34,3,1,2,60.7,60.0,4.51,4.48,2.73
0.51,4,1,2,62.8,56.0,5.07,5.15,3.21
1.56,3,5,2,61.7,59.0,7.44,7.38,4.57
0.51,3,1,2,60.8,57.0,5.24,5.19,3.17
1.31,2,3,4,62.0,53.0,7.06,7.07,4.37
0.91,3,4,5,62.3,57.0,6.22,6.13,3.85
1.32,2,3,7,62.3,57.0,6.96,7.04,4.36
1.06,2,3,4,61.2,56.0,6.56,6.62,4.03
2.02,4,3,3,63.3,57.0,8.03,7.96,5.06
1.01,3,2,4,61.4,60.0,6.45,6.39,3.94
1.01,1,2,5,63.1,60.0,6.29,6.39,4.0
2.01,0,3,5,67.5,55.0,7.7,7.79,5.23
0.41,3,2,7,60.3,58.0,4.83,4.79,2.9
2.06,2,4,3,62.0,57.0,8.1,8.06,5.01
0.76,0,4,7,64.8,57.0,5.67,5.81,3.71
0.3,1,4,7,63.7,55.0,4.27,4.24,2.71
1.06,4,1,7,63.4,55.0,6.46,6.51,4.11
0.35,3,2,5,61.5,59.0,4.53,4.55,2.79
1.08,4,1,3,63.5,56.0,6.53,6.48,4.13
0.35,2,2,5,60.5,57.0,4.6,4.52,2.76
0.3,2,2,2,61.9,57.0,4.31,4.35,2.68
0.3,3,1,7,61.8,58.0,4.29,4.26,2.64
0.7,1,2,2,57.2,63.0,5.84,5.87,3.35
0.34,3,4,4,60.6,60.0,4.45,4.49,2.71
1.1,1,3,3,60.5,61.0,6.69,6.74,4.06
1.16,2,3,6,60.5,57.0,6.78,6.83,4.12
0.3,2,1,4,62.2,53.8,4.3,4.33,2.68
1.16,3,3,4,61.9,58.0,6.76,6.72,4.17
1.34,4,6,4,61.7,59.0,7.03,7.14,4.37
1.5,1,3,2,63.7,59.0,7.19,7.23,4.59
0.77,2,0,2,62.6,57.0,5.81,5.92,3.67
1.55,2,6,4,60.4,57.0,7.52,7.54,4.55
0.35,4,4,5,59.6,62.0,4.57,4.62,2.74
0.31,4,2,5,61.4,55.0,4.32,4.34,2.66
0.3,3,3,1,61.0,62.0,4.34,4.32,2.64
0.32,1,2,5,63.3,57.0,4.34,4.38,2.76
0.31,2,1,5,61.6,56.0,4.32,4.38,2.68
0.52,3,0,5,60.6,56.0,5.25,5.22,3.17
1.23,3,5,5,61.1,60.0,6.95,6.89,4.23
1.51,3,4,4,59.8,61.0,7.41,7.35,4.41
1.05,4,1,4,63.1,59.0,6.49,6.45,4.08
0.5,4,1,5,61.3,58.0,5.06,5.12,3.12
1.13,2,0,2,61.8,56.0,6.74,6.68,4.15
1.02,2,1,4,62.6,56.0,6.45,6.42,4.03
0.91,3,4,2,60.2,52.0,6.27,6.15,3.74
0.31,2,3,6,61.8,54.0,4.39,4.41,2.72
0.4,2,3,7,62.4,57.0,4.7,4.73,2.94
2.01,2,4,2,62.1,55.0,8.12,8.07,5.03
0.34,4,5,5,62.1,57.0,4.44,4.48,2.77
0.9,3,4,2,62.8,62.0,6.09,6.05,3.81
0.7,2,3,4,60.9,56.0,5.76,5.8,3.52
0.9,1,4,3,62.7,64.0,6.09,6.0,3.79
0.33,2,1,5,60.3,57.0,4.54,4.51,2.73
0.23,4,1,7,62.6,59.0,3.93,3.96,2.47
1.59,3,6,5,62.6,59.0,7.43,7.45,4.66
0.4,3,3,4,60.3,59.0,4.8,4.76,2.88
1.01,3,2,7,61.8,55.0,6.45,6.36,3.96
1.04,1,3,5,61.4,65.0,6.53,6.47,3.99
1.25,4,3,3,61.4,59.0,6.97,6.93,4.27
0.31,4,4,4,62.9,58.0,4.31,4.34,2.72
1.02,4,1,2,63.5,55.0,6.3,6.37,4.02
2.1,3,5,5,60.7,61.0,8.28,8.27,5.02
0.3,2,4,4,61.6,57.0,4.3,4.33,2.66
0.78,1,1,3,64.0,57.0,5.84,5.81,3.73
0.35,1,2,3,63.8,56.0,4.45,4.48,2.85
0.44,1,0,5,60.6,64.0,4.97,4.89,2.99
0.37,2,1,6,61.5,56.0,4.64,4.59,2.84
0.3,2,3,4,61.4,57.0,4.29,4.34,2.65
1.01,0,3,2,66.9,56.0,6.15,6.22,4.14
0.9,3,1,3,60.4,59.0,6.24,6.21,3.76
0.88,2,4,6,62.0,59.0,6.12,6.13,3.8
0.93,4,0,3,62.6,57.0,6.2,6.26,3.9
0.7,3,2,5,62.6,61.0,5.66,5.61,3.53
1.51,2,5,5,61.6,57.0,7.34,7.28,4.5
0.7,2,3,5,62.7,54.0,5.65,5.7,3.65
0.31,2,0,5,62.7,57.0,4.34,4.3,2.71
1.56,2,5,2,62.5,54.0,7.45,7.37,4.63
1.01,3,2,5,62.1,60.0,6.36,6.43,3.97
0.9,0,2,2,65.1,56.0,6.08,6.05,3.95
0.32,2,2,5,62.4,57.0,4.37,4.44,2.75
0.57,4,0,6,62.8,56.0,5.27,5.31,3.32
0.31,2,4,7,61.3,56.0,4.37,4.4,2.69
1.0,0,5,5,65.7,58.0,6.25,6.2,4.09
1.06,2,2,7,62.1,57.0,6.54,6.5,4.05
0.79,2,1,5,62.2,55.0,5.97,5.9,3.69
0.31,1,4,5,63.2,57.0,4.32,4.35,2.74
0.35,2,0,3,62.2,56.0,4.52,4.55,2.82
1.14,3,3,2,62.3,59.0,6.69,6.66,4.16
1.29,2,4,2,62.6,56.0,6.96,6.93,4.35
0.31,2,1,5,62.0,55.0,4.37,4.34,2.7
0.32,2,4,4,61.8,55.0,4.42,4.41,2.73
0.26,4,1,6,61.4,58.0,4.12,4.15,2.54
2.09,4,2,3,62.7,61.0,8.07,8.14,5.08
2.24,2,6,5,61.8,54.0,8.41,8.36,5.18
0.74,2,6,7,61.7,55.0,5.83,5.87,3.61
0.8,3,1,3,59.1,61.0,6.03,5.99,3.55
0.31,2,1,4,60.4,57.0,4.4,4.37,2.65
1.0,0,3,3,70.2,58.0,6.0,5.73,4.13
0.41,2,1,2,61.5,55.0,4.78,4.81,2.95
0.9,4,2,2,63.0,60.0,6.09,6.13,3.85
1.03,4,0,3,62.8,56.0,6.43,6.46,4.05
0.32,2,2,4,62.0,54.0,4.44,4.43,2.75
1.02,3,6,5,61.6,58.0,6.4,6.35,3.93
0.81,1,1,0,64.1,59.0,5.89,5.85,3.76
0.56,4,2,4,61.2,58.0,5.32,5.33,3.26
0.71,3,0,5,62.1,60.0,5.72,5.68,3.54
1.26,3,3,5,60.1,61.0,7.04,6.97,4.21
0.71,4,3,2,62.4,57.0,5.66,5.69,3.54
2.32,2,5,3,62.0,57.0,8.45,8.49,5.25
1.03,2,4,3,60.6,56.0,6.53,6.63,3.99
0.39,2,1,2,61.1,55.0,4.74,4.75,2.9
1.5,3,1,3,61.1,58.0,7.34,7.31,4.47
0.8,1,1,3,63.7,54.0,5.91,5.87,3.75
0.31,3,3,5,60.9,58.0,4.35,4.38,2.66
1.01,4,1,5,61.7,56.0,6.41,6.45,3.97
0.46,1,3,7,60.2,60.5,4.98,5.04,3.02
1.01,3,4,5,61.9,62.0,6.45,6.37,3.97
1.03,4,4,3,62.8,59.0,6.41,6.46,4.04
1.05,2,0,5,61.7,59.0,6.5,6.53,4.02
1.05,2,2,3,62.7,54.0,6.5,6.54,4.09
0.32,2,1,6,62.5,56.0,4.38,4.42,2.75
0.7,4,0,2,63.2,55.0,5.62,5.65,3.56
0.4,4,1,2,62.9,58.0,4.71,4.74,2.97
0.42,2,3,7,62.1,57.0,4.8,4.77,2.97
1.07,2,2,3,61.6,57.0,6.56,6.53,4.03
1.03,2,4,3,61.1,57.0,6.48,6.52,3.97
1.5,4,1,2,59.4,59.0,7.42,7.49,4.43
1.16,3,4,2,61.9,59.0,6.73,6.74,4.17
0.72,3,6,2,60.4,61.0,5.87,5.82,3.53
0.9,4,2,3,62.8,54.0,6.05,6.15,3.83
0.32,3,3,6,60.9,61.0,4.4,4.37,2.67
0.54,2,5,3,61.8,54.0,5.24,5.27,3.25
0.58,2,1,4,60.1,57.0,5.41,5.47,3.27
0.52,2,3,4,62.4,55.1,5.11,5.15,3.2
0.45,3,5,3,60.1,59.0,4.96,4.92,3.02
0.71,2,3,2,61.5,57.0,5.74,5.78,3.54
2.1,4,6,5,61.3,59.0,8.21,8.27,5.05
1.23,2,2,5,62.4,54.0,6.84,6.87,4.28
0.53,4,2,3,60.5,60.0,5.19,5.23,3.15
0.3,4,1,6,62.1,57.0,4.27,4.3,2.66
1.5,1,4,3,63.6,60.0,7.3,7.23,4.63
0.52,2,1,7,61.8,56.0,5.15,5.18,3.19
0.5,1,3,7,64.4,57.0,4.97,5.05,3.22
0.51,2,4,5,61.3,57.0,5.14,5.16,3.16
1.08,1,0,2,63.8,59.0,6.39,6.47,4.1
0.42,2,2,4,61.0,57.0,4.84,4.87,2.96
0.4,4,1,6,63.8,56.0,4.68,4.72,3.0
0.6,3,2,3,58.9,59.0,5.55,5.52,3.26
0.72,2,6,5,61.4,57.0,5.76,5.8,3.55
0.32,2,1,5,62.1,55.0,4.36,4.4,2.72
0.54,2,1,5,61.0,56.0,5.28,5.25,3.21
1.61,2,3,5,62.2,56.0,7.52,7.47,4.66
1.09,3,3,7,59.5,61.0,6.74,6.7,4.0
0.46,2,4,1,62.2,55.0,4.94,4.99,3.09
0.7,2,2,4,61.5,55.0,5.73,5.75,3.53
1.11,2,4,3,62.0,54.0,6.61,6.64,4.11
1.03,3,4,4,62.0,59.0,6.45,6.48,4.01
